id,Machine failure
136429,0.009316147859361685
136430,0.0022845741609383045
136431,0.008812876866425488
136432,0.02527697555884721
136433,0.019235065478202928
136434,0.007556986116376359
136435,0.00951515977363871
136436,0.022329416345922577
136437,0.0018365330201519361
136438,0.001268772161001252
136439,0.008438028574003826
136440,0.012098600403901061
136441,0.000998428061198732
136442,0.00458019231626907
136443,0.005145146338052432
136444,0.02347650612055986
136445,0.0016442549558861048
136446,0.031066797963139894
136447,0.002732591003244076
136448,0.0019259464658329638
136449,0.052451133244529206
136450,0.009759701809276978
136451,0.0466865604346139
136452,0.07438596869141553
136453,0.014702246800323539
136454,0.004124331569750184
136455,0.001607239610296626
136456,0.024264428006523807
136457,0.02205743463578782
136458,0.02320271341865174
136459,0.008555618725317043
136460,0.022991778631405127
136461,0.005617082278950314
136462,0.1586489778636585
136463,0.0030702971055171207
136464,0.003527408585568612
136465,0.004440617405994877
136466,0.003991820942804731
136467,0.0006523308646138558
136468,0.010636783454919762
136469,0.00536751589202906
136470,0.0036360948468199144
136471,0.051260796926777395
136472,0.017826922968196865
136473,0.007831129889554396
136474,0.0027814797321033626
136475,0.02870144289643881
136476,0.08716610895334508
136477,0.007022701522151273
136478,0.004131604557689709
136479,0.005377463747086145
136480,0.009799025517500854
136481,0.011299463134346665
136482,0.18004732260858541
136483,0.023624351859171545
136484,0.0012036118858914453
136485,0.005217954781169342
136486,0.00285059779241753
136487,0.0015691812641063705
136488,0.02270256001238567
136489,0.0017445422299377262
136490,0.21378371094710508
136491,0.03065577227191366
136492,0.006670231991634607
136493,0.02050240148931447
136494,0.0023056950970148813
136495,0.0036999479488498263
136496,0.01162407459491791
136497,0.003189721527871497
136498,0.03520269171514189
136499,0.004539433320339975
136500,0.0019382604919430753
136501,0.0012242422509039295
136502,0.022890517676215125
136503,0.019400401399796787
136504,0.0035252645484764415
136505,0.0024024462330852077
136506,0.007453911332416403
136507,0.0007405010763706975
136508,0.005923366192085268
136509,0.02250239035688189
136510,0.0024558432041590214
136511,0.049111363992620526
136512,0.003527493920043925
136513,0.024334532042579328
136514,0.005165534373302416
136515,0.01517633884475445
136516,0.006165979394259179
136517,0.0074356971758533594
136518,0.0035582184322764574
136519,0.010234066444013886
136520,0.022622678795728098
136521,0.0013050414799742724
136522,0.004866846706467878
136523,0.0015084300341963988
136524,0.0036469665116202563
136525,0.01850484745964848
136526,0.026024720382908376
136527,0.027378526704897037
136528,0.0035112515468257947
136529,0.02516424587280371
136530,0.018680275027613838
136531,0.007503769093178216
136532,0.011675229839765494
136533,0.04270760644985227
136534,0.001662519375552543
136535,0.004835912387806601
136536,0.00682327437350402
136537,0.001105383825133342
136538,0.01639552109073112
136539,0.004718998499560291
136540,0.00460130672638401
136541,0.0010830076867480345
136542,0.006153495318189447
136543,0.02896969275983466
136544,0.012145231345305464
136545,0.006854927134123381
136546,0.0020018256590609044
136547,0.001975754919046039
136548,0.004132380369840539
136549,0.007439259457042406
136550,0.04971887240666579
136551,0.0020058335342576553
136552,0.0056429740895824745
136553,0.003422731412986144
136554,0.0038120201854820977
136555,0.0760844361240424
136556,0.017493915158896905
136557,0.00964044360420042
136558,0.015799360433505813
136559,0.005474045581125276
136560,0.044217638232696845
136561,0.018702857929333627
136562,0.007810026130792753
136563,0.00811913041078527
136564,0.0025800712844987893
136565,0.05772848128436498
136566,0.0007757092401421939
136567,0.008468793156593112
136568,0.008560888266690781
136569,0.006373770125926074
136570,0.0006552177563409413
136571,0.0680751152206611
136572,0.022236546525211676
136573,0.0014551307958441824
136574,0.014861473222746004
136575,0.0012489085811477703
136576,0.011534366616223158
136577,0.022814402670464893
136578,0.002587300647641988
136579,0.013352161519894679
136580,0.0017325040484938497
136581,0.010431928710924781
136582,0.0019313590813201836
136583,0.005886874164893706
136584,0.00295472397576642
136585,0.008379954835585802
136586,0.23329811755204533
136587,0.0015484616282723104
136588,0.016123358481883704
136589,0.017787109352297874
136590,0.0022642620435055906
136591,0.01609413452132793
136592,0.034576159193088
136593,0.02657789740087158
136594,0.0011790246709592446
136595,0.00408030034447552
136596,0.0026409748484571565
136597,0.0018395700157601577
136598,0.01018022103777551
136599,0.0042945906841026435
136600,0.003444113487985156
136601,0.03303896435361716
136602,0.018915946634461063
136603,0.015301611855564331
136604,0.007246179215676761
136605,0.05923568235068853
136606,0.0028728709501531628
136607,0.02672600461999966
136608,0.005320484434570425
136609,0.014695158553469312
136610,0.013657593422555772
136611,0.0016856933715396038
136612,0.00568222788459374
136613,0.004750599064775335
136614,0.004095634431752616
136615,0.0005221939267731811
136616,0.008762001696795637
136617,0.023470165420945335
136618,0.012021191540920162
136619,0.001895377612716864
136620,0.0024650180199359373
136621,0.002553009553638459
136622,0.0015856916082919986
136623,0.0033737061383682545
136624,0.006217413227865576
136625,0.0043465531776465125
136626,0.0015624960235859446
136627,0.0029122994100602706
136628,0.041435254489966496
136629,0.0010305387562133319
136630,0.0026921098215707444
136631,0.012662339208562185
136632,0.006660887160072475
136633,0.000791054092567767
136634,0.007044101584339044
136635,0.02173005097151274
136636,0.10081205410782577
136637,0.008397503271827124
136638,0.08025481304717723
136639,0.011085406075322608
136640,0.05717944014627277
136641,0.0033898777872793024
136642,0.0016028852558185684
136643,0.31766714723620904
136644,0.002217254711449583
136645,0.0021979532566311533
136646,0.002230971991883731
136647,0.022593678579434104
136648,0.19717071184116228
136649,0.0005996608211665032
136650,0.04287582525347032
136651,0.0023425330226300514
136652,0.10760974248938081
136653,0.005300552644670023
136654,0.006625875579720344
136655,0.013372360196089377
136656,0.019448358702935233
136657,0.009675274894571095
136658,0.007841607130804364
136659,0.006076615556728951
136660,0.010368895398350349
136661,0.007487780457749165
136662,0.08542744148050492
136663,0.008975717135629654
136664,0.09292801779574263
136665,0.000956944703033526
136666,0.00025684437576619637
136667,0.06267659410922939
136668,0.013962594234355455
136669,0.0037351491754201898
136670,0.012279691087011546
136671,0.0032804930885424635
136672,0.013309430879057543
136673,0.010196314802116425
136674,0.0015699101971772208
136675,0.01584331320680321
136676,0.003886055103891539
136677,0.0034283738456828802
136678,0.0028893548349823695
136679,0.0019750065761591443
136680,0.015481438912352088
136681,0.004765899605059035
136682,0.002477799774078225
136683,0.0019406858711829315
136684,0.009428621852234887
136685,0.03261753588353563
136686,0.0054309322682872035
136687,0.009347521968384882
136688,0.009926954499887584
136689,0.028630850939585246
136690,0.055406200126415776
136691,0.13454914314368654
136692,0.004268994482536478
136693,0.0024899334654876295
136694,0.0008566563944993639
136695,0.0031181665302367836
136696,0.017036928473465433
136697,0.0019188755689938948
136698,0.015884886545139237
136699,0.01952641489419027
136700,0.019124777472057868
136701,0.0034576258269727574
136702,0.0007536026540571189
136703,0.06195014178483869
136704,0.00146867827775743
136705,0.001528611002268592
136706,0.004188536858888352
136707,0.01020697842296929
136708,0.031077243021588194
136709,0.0005323640388272926
136710,0.002518609745500604
136711,0.0063765098269571024
136712,0.0006855809918699575
136713,0.0010019149797919223
136714,0.07225151888016604
136715,0.05680889495292962
136716,0.0010914346906732602
136717,0.009651685463270911
136718,0.10970281638001303
136719,0.010589190920671175
136720,0.0006313528759156117
136721,0.008702968725435885
136722,0.0013981053860691046
136723,0.012961318601931851
136724,0.0035513070229238474
136725,0.005125487168237277
136726,0.0050988835361198605
136727,0.005537877065145832
136728,0.001999051411216072
136729,0.005720303497151148
136730,0.00033157137317675606
136731,0.05687314944802329
136732,0.007720591791733603
136733,0.00478438462292142
136734,0.001972338631566801
136735,0.004751874569250486
136736,0.0024182385634266084
136737,0.0013077991334864464
136738,0.005000373742064079
136739,0.021969869102061793
136740,0.0096560285873223
136741,0.13412391828883474
136742,0.01859091317731077
136743,0.008104577438055361
136744,0.007996825667880245
136745,0.03422558910988382
136746,0.01068769972022092
136747,0.009211694303168438
136748,0.0030162622772463765
